timestamp,proceso,mensaje,log_category,run_name
2026-09-11 13:43:47.700,Server,Node configuration: node 0: CPU mask: 0x000000000000003f:0 Active CPU mask: 0x000000000000003f:0. This message provides a description of the NUMA configuration for this computer. This is an informational message only. No user action is required.,CONFIGURATION,10
2026-09-11 13:43:47.730,Server,Using dynamic lock allocation. Initial allocation of 2500 Lock blocks and 5000 Lock Owner blocks per node. This is an informational message only. No user action is required.,INFO,10
2026-09-11 13:43:47.790,Server,In-Memory OLTP initialized on lowend machine.,INFO,10
2026-09-11 13:43:47.860,Server,CLR version v4.0.30319 loaded.,INFO,10
2026-09-11 13:43:47.910,Server,[INFO] Created Extended Events session 'hkenginexesession',INFO,10
2026-09-11 13:43:47.910,Server,Database Instant File Initialization: enabled. For security and performance considerations see the topic 'Database Instant File Initialization' in SQL Server Books Online. This is an informational message only. No user action is required.,PERFORMANCE,10
2026-09-11 13:43:47.930,Server,Total Log Writer threads: 2. This is an informational message; no user action is required.,INFO,10
2026-09-11 13:43:47.950,Server,clwb is selected for pmem flush operation.,INFO,10
2026-09-11 13:43:47.950,Server,Software Usage Metrics is disabled.,INFO,10
2026-09-11 13:43:47.970,spid23s,"[1]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO,10
2026-09-11 13:43:47.970,spid23s,Starting up database 'master'.,STARTUP,10
2026-09-11 13:43:48.090,spid23s,49 transactions rolled forward in database 'master' (1:0). This is an informational message only. No user action is required.,INFO,10
2026-09-11 13:43:48.130,spid23s,0 transactions rolled back in database 'master' (1:0). This is an informational message only. No user action is required.,INFO,10
2026-09-11 13:43:48.130,spid23s,Recovery is writing a checkpoint in database 'master' (1). This is an informational message only. No user action is required.,STARTUP,10
2026-09-11 13:43:48.290,spid23s,"[32762]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO,10
2026-09-11 13:43:48.300,spid23s,Starting up database 'model_replicatedmaster'.,STARTUP,10
2026-09-11 13:43:48.300,spid26s,"[32767]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO,10
2026-09-11 13:43:48.300,spid26s,Starting up database 'mssqlsystemresource'.,STARTUP,10
2026-09-11 13:43:48.310,spid26s,The resource database build version is 16.00.4265. This is an informational message only. No user action is required.,INFO,10
2026-09-11 13:43:48.360,spid26s,"[3]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO,10
2026-09-11 13:43:48.370,spid26s,Starting up database 'model'.,STARTUP,10
2026-09-11 13:43:48.440,spid23s,Converting database 'model_replicatedmaster' from version 927 to the current version 957.,INFO,10
2026-09-11 13:43:48.440,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 927 to version 928.,INFO,10
2026-09-11 13:43:48.440,Server,Common language runtime (CLR) functionality initialized.,INFO,10
2026-09-11 13:43:48.470,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 928 to version 929.,INFO,10
2026-09-11 13:43:48.550,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 929 to version 930.,INFO,10
2026-09-11 13:43:48.580,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 930 to version 931.,INFO,10
2026-09-11 13:43:48.600,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 931 to version 932.,INFO,10
2026-09-11 13:43:48.620,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 932 to version 933.,INFO,10
2026-09-11 13:43:48.620,Server,External governance manager initialized,INFO,10
2026-09-11 13:43:48.650,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 933 to version 934.,INFO,10
2026-09-11 13:43:48.700,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 934 to version 935.,INFO,10
2026-09-11 13:43:48.700,spid32s,A self-generated certificate was successfully loaded for encryption.,INFO,10
2026-09-11 13:43:48.710,spid32s,Server is listening on [ 'any' <ipv6> 1433] accept sockets 1.,INFO,10
2026-09-11 13:43:48.710,spid32s,Server is listening on [ 'any' <ipv4> 1433] accept sockets 1.,INFO,10
2026-09-11 13:43:48.720,Server,Server is listening on [ ::1 <ipv6> 1434] accept sockets 1.,INFO,10
2026-09-11 13:43:48.720,Server,Server is listening on [ 127.0.0.1 <ipv4> 1434] accept sockets 1.,INFO,10
2026-09-11 13:43:48.720,Server,Dedicated admin connection support was established for listening locally on port 1434.,INFO,10
2026-09-11 13:43:48.730,spid32s,Server is listening on [ ::1 <ipv6> 1431] accept sockets 1.,INFO,10
2026-09-11 13:43:48.730,spid32s,Server is listening on [ 127.0.0.1 <ipv4> 1431] accept sockets 1.,INFO,10
2026-09-11 13:43:48.740,spid32s,SQL Server is now ready for client connections. This is an informational message; no user action is required.,STARTUP,10
2026-09-11 13:43:48.740,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 935 to version 936.,INFO,10
2026-09-11 13:43:48.770,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 936 to version 937.,INFO,10
2026-09-11 13:43:48.790,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 937 to version 938.,INFO,10
2026-09-11 13:43:48.820,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 938 to version 939.,INFO,10
2026-09-11 13:43:48.850,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 939 to version 940.,INFO,10
2026-09-11 13:43:48.870,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 940 to version 941.,INFO,10
2026-09-11 13:43:48.900,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 941 to version 942.,INFO,10
2026-09-11 13:43:48.930,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 942 to version 943.,INFO,10
2026-09-11 13:43:49.040,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 943 to version 944.,INFO,10
2026-09-11 13:43:49.070,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 944 to version 945.,INFO,10
2026-09-11 13:43:49.110,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 945 to version 946.,INFO,10
2026-09-11 13:43:49.150,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 946 to version 947.,INFO,10
2026-09-11 13:43:49.190,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 947 to version 948.,INFO,10
2026-09-11 13:43:49.220,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 948 to version 949.,INFO,10
2026-09-11 13:43:49.260,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 949 to version 950.,INFO,10
2026-09-11 13:43:49.290,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 950 to version 951.,INFO,10
2026-09-11 13:43:49.350,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 951 to version 952.,INFO,10
2026-09-11 13:43:49.370,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 952 to version 953.,INFO,10
2026-09-11 13:43:49.410,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 953 to version 954.,INFO,10
2026-09-11 13:43:49.420,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 954 to version 955.,INFO,10
2026-09-11 13:43:49.440,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 955 to version 956.,INFO,10
2026-09-11 13:43:49.470,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 956 to version 957.,INFO,10
2026-09-11 13:43:49.620,spid23s,"[32761]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO,10
2026-09-11 13:43:49.630,spid23s,Starting up database 'model_msdb'.,STARTUP,10
2026-09-11 13:43:49.820,spid23s,Converting database 'model_msdb' from version 927 to the current version 957.,INFO,10
2026-09-11 13:43:49.830,spid23s,Database 'model_msdb' running the upgrade step from version 927 to version 928.,INFO,10
2026-09-11 13:43:49.870,spid23s,Database 'model_msdb' running the upgrade step from version 928 to version 929.,INFO,10
2026-09-11 13:43:49.960,spid23s,Database 'model_msdb' running the upgrade step from version 929 to version 930.,INFO,10
2026-09-11 13:43:50.010,spid23s,Database 'model_msdb' running the upgrade step from version 930 to version 931.,INFO,10
2026-09-11 13:43:50.090,spid23s,Database 'model_msdb' running the upgrade step from version 931 to version 932.,INFO,10
2026-09-11 13:43:50.110,spid23s,Database 'model_msdb' running the upgrade step from version 932 to version 933.,INFO,10
2026-09-11 13:43:50.130,spid23s,Database 'model_msdb' running the upgrade step from version 933 to version 934.,INFO,10
2026-09-11 13:43:50.160,spid23s,Database 'model_msdb' running the upgrade step from version 934 to version 935.,INFO,10
2026-09-11 13:43:50.190,spid23s,Database 'model_msdb' running the upgrade step from version 935 to version 936.,INFO,10
2026-09-11 13:43:50.220,spid23s,Database 'model_msdb' running the upgrade step from version 936 to version 937.,INFO,10
2026-09-11 13:43:50.260,spid23s,Database 'model_msdb' running the upgrade step from version 937 to version 938.,INFO,10
2026-09-11 13:43:50.300,spid23s,Database 'model_msdb' running the upgrade step from version 938 to version 939.,INFO,10
2026-09-11 13:43:50.330,spid23s,Database 'model_msdb' running the upgrade step from version 939 to version 940.,INFO,10
2026-09-11 13:43:50.380,spid23s,Database 'model_msdb' running the upgrade step from version 940 to version 941.,INFO,10
2026-09-11 13:43:50.410,spid23s,Database 'model_msdb' running the upgrade step from version 941 to version 942.,INFO,10
2026-09-11 13:43:50.460,spid23s,Database 'model_msdb' running the upgrade step from version 942 to version 943.,INFO,10
2026-09-11 13:43:50.530,spid23s,Database 'model_msdb' running the upgrade step from version 943 to version 944.,INFO,10
2026-09-11 13:43:50.550,spid23s,Database 'model_msdb' running the upgrade step from version 944 to version 945.,INFO,10
2026-09-11 13:43:50.580,spid23s,Database 'model_msdb' running the upgrade step from version 945 to version 946.,INFO,10
2026-09-11 13:43:50.600,spid23s,Database 'model_msdb' running the upgrade step from version 946 to version 947.,INFO,10
2026-09-11 13:43:50.620,spid23s,Database 'model_msdb' running the upgrade step from version 947 to version 948.,INFO,10
2026-09-11 13:43:50.640,spid23s,Database 'model_msdb' running the upgrade step from version 948 to version 949.,INFO,10
2026-09-11 13:43:50.650,spid23s,Database 'model_msdb' running the upgrade step from version 949 to version 950.,INFO,10
2026-09-11 13:43:50.670,spid23s,Database 'model_msdb' running the upgrade step from version 950 to version 951.,INFO,10
2026-09-11 13:43:50.700,spid23s,Database 'model_msdb' running the upgrade step from version 951 to version 952.,INFO,10
2026-09-11 13:43:50.740,spid23s,Database 'model_msdb' running the upgrade step from version 952 to version 953.,INFO,10
2026-09-11 13:43:50.780,spid23s,Database 'model_msdb' running the upgrade step from version 953 to version 954.,INFO,10
2026-09-11 13:43:50.810,spid23s,Database 'model_msdb' running the upgrade step from version 954 to version 955.,INFO,10
2026-09-11 13:43:50.840,spid23s,Database 'model_msdb' running the upgrade step from version 955 to version 956.,INFO,10
2026-09-11 13:43:50.930,spid23s,Database 'model_msdb' running the upgrade step from version 956 to version 957.,INFO,10
2026-09-11 13:43:51.020,spid23s,Resource governor reconfiguration succeeded.,CONFIGURATION,10
2026-09-11 13:43:51.030,spid38s,Attribute synchronization initialized,INFO,10
2026-09-11 13:43:51.030,spid23s,SQL Server Audit is starting the audits. This is an informational message. No user action is required.,STARTUP,10
2026-09-11 13:43:51.030,spid38s,Attribute synchronization manager initialized,INFO,10
2026-09-11 13:43:51.030,spid23s,SQL Server Audit has started the audits. This is an informational message. No user action is required.,STARTUP,10
2026-09-11 13:43:51.230,spid23s,"SQL Trace ID 1 was started by login ""sa"".",STARTUP,10
2026-09-11 13:43:51.270,spid23s,Server name is 'fadf03e4e65e'. This is an informational message only. No user action is required.,INFO,10
2026-09-11 13:43:51.320,spid26s,Clearing tempdb database.,INFO,10
2026-09-11 13:43:51.320,spid53s,Always On: The availability replica manager is starting. This is an informational message only. No user action is required.,STARTUP,10
2026-09-11 13:43:51.320,spid56s,"[4]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO,10
2026-09-11 13:43:51.320,spid57s,"[5]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO,10
2026-09-11 13:43:51.330,spid53s,Always On: The availability replica manager is waiting for the instance of SQL Server to allow client connections. This is an informational message only. No user action is required.,INFO,10
2026-09-11 13:43:51.330,spid56s,Starting up database 'msdb'.,STARTUP,10
2026-09-11 13:43:51.330,spid57s,Starting up database 'SteelNort'.,STARTUP,10
2026-09-11 13:43:51.340,spid57s,RemoveStaleDbEntries: Cleanup of stale DB entries called for database ID: [5],INFO,10
2026-09-11 13:43:51.340,spid57s,RemoveStaleDbEntries: Cleanup of stale DB entries skipped because master db is not memory optimized. DbId: 5.,INFO,10
2026-09-11 13:43:51.440,spid57s,Parallel redo is started for database 'SteelNort' with worker pool size [3].,STARTUP,10
2026-09-11 13:43:51.520,spid23s,Recovery is writing a checkpoint in database 'msdb' (4). This is an informational message only. No user action is required.,STARTUP,10
2026-09-11 13:43:51.600,spid26s,"[2]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO,10
2026-09-11 13:43:51.600,spid26s,Starting up database 'tempdb'.,STARTUP,10
2026-09-11 13:43:52.540,spid57s,Recovery of database 'SteelNort' (5) is 1% complete (approximately 93 seconds remain). Phase 2 of 3. This is an informational message only. No user action is required.,STARTUP,10
2026-09-11 13:43:52.870,spid57s,20399 transactions rolled forward in database 'SteelNort' (5:0). This is an informational message only. No user action is required.,INFO,10
2026-09-11 13:43:52.910,spid26s,The tempdb database has 8 data file(s).,INFO,10
2026-09-11 13:43:52.930,spid34s,The Service Broker endpoint is in disabled or stopped state.,INFO,10
2026-09-11 13:43:52.930,spid34s,The Database Mirroring endpoint is in disabled or stopped state.,INFO,10
2026-09-11 13:43:52.940,spid57s,0 transactions rolled back in database 'SteelNort' (5:0). This is an informational message only. No user action is required.,INFO,10
2026-09-11 13:43:52.940,spid57s,"Recovery completed for database SteelNort (database ID 5) in 2 second(s) (analysis 1094 ms, redo 337 ms, undo 33 ms [system undo 0 ms, regular undo 0 ms].) ADR-enabled=0, Is primary=1, OL-Enabled=0. This is an informational message only. No user action is required.",STARTUP,10
2026-09-11 13:43:52.950,spid34s,Service Broker manager has started.,STARTUP,10
2026-09-11 13:43:52.950,spid57s,Parallel redo is shutdown for database 'SteelNort' with worker pool size [3].,INFO,10
2026-09-11 13:43:52.960,spid23s,Recovery is complete. This is an informational message only. No user action is required.,STARTUP,10
2026-09-11 13:48:25.720,spid71,Attempting to load library 'xpstar.dll' into memory. This is an informational message only. No user action is required.,INFO,10
2026-09-11 13:48:25.790,spid71,Using 'xpstar.dll' version '2022.160.4265' to execute extended stored procedure 'xp_readerrorlog'. This is an informational message only; no user action is required.,ERROR,10
2026-09-11 13:48:43.020,spid24s,Using 'dbghelp.dll' version '4.0.5',INFO,10
2026-09-11 13:43:46.580,Server,Microsoft SQL Server 2022 (RTM-CU26) (KB5093420) - 16.0.4265.3 (X64) Jul 7 2026 14:37:25 Copyright (C) 2022 Microsoft Corporation Developer Edition (64-bit) on Linux (Ubuntu 22.04.5 LTS) <X64>,INFO,11
2026-09-11 13:43:46.580,Server,UTC adjustment: 0:00,INFO,11
2026-09-11 13:43:46.580,Server,(c) Microsoft Corporation.,INFO,11
2026-09-11 13:43:46.580,Server,All rights reserved.,INFO,11
2026-09-11 13:43:46.580,Server,Server process ID is 456.,INFO,11
2026-09-11 13:43:46.590,Server,Logging SQL Server messages in file '/var/opt/mssql/log/errorlog'.,ERROR,11
2026-09-11 13:43:46.590,Server,Registry startup parameters: -d /var/opt/mssql/data/master.mdf -l /var/opt/mssql/data/mastlog.ldf -e /var/opt/mssql/log/errorlog,ERROR,11
2026-09-11 13:43:46.600,Server,"SQL Server detected 1 sockets with 3 cores per socket and 6 logical processors per socket, 6 total logical processors; using 6 logical processors based on SQL Server licensing. This is an informational message; no user action is required.",INFO,11
2026-09-11 13:43:46.600,Server,SQL Server is starting at normal priority base (=7). This is an informational message only. No user action is required.,STARTUP,11
2026-09-11 13:43:46.600,Server,"Detected 3916 MB of RAM, 2959 MB of available memory, 2959 MB of available page file. This is an informational message; no user action is required.",INFO,11
2026-09-11 13:43:46.610,Server,Using conventional memory in the memory manager.,INFO,11
2026-09-11 13:43:46.610,Server,Detected pause instruction latency: 140 cycles.,PERFORMANCE,11
2026-09-11 13:43:46.610,Server,"SQL Server detected the following NUMA node configuration (NUMA Node number 0, Processor Group number 0, CPU Mask 0x000000000000003f).",CONFIGURATION,11
2026-09-11 13:43:46.610,Server,Page exclusion bitmap is enabled.,INFO,11
2026-09-11 13:43:46.670,Server,Buffer pool extension is not supported on Linux platform.,INFO,11
2026-09-11 13:43:46.680,Server,Buffer Pool: Allocating 4194304 bytes for 465302 hashPages.,INFO,11
2026-09-11 13:43:46.900,Server,Buffer pool extension is already disabled. No action is necessary.,INFO,11
2026-09-11 13:43:47.460,Server,Installing Client TLS certificates to the store.,INFO,11
2026-09-11 13:43:47.480,Server,CPU vectorization level(s) detected: SSE SSE2 SSE3 SSSE3 SSE41 SSE42 AVX AVX2 POPCNT BMI1 BMI2 AVX512 (F CD BW DQ VL IFMA VBMI VBMI2 VNNI BITALG VPOQCNTDQ VP2INTERSECT),INFO,11
2026-09-11 13:43:47.600,Server,Successfully initialized the TLS configuration. Allowed TLS protocol versions are ['1.0 1.1 1.2']. Allowed TLS ciphers are ['ECDHE-ECDSA-AES128-GCM-SHA256:ECDHE-ECDSA-AES256-GCM-SHA384:ECDHE-RSA-AES128-GCM-SHA256:ECDHE-RSA-AES256-GCM-SHA384:ECDHE-ECDSA-AES128-SHA256:ECDHE-ECDSA-AES256-SHA384:ECDHE-ECDSA-AES256-SHA:ECDHE-ECDSA-AES128-SHA:AES256-GCM-SHA384:AES128-GCM-SHA256:AES256-SHA256:AES128-SHA256:AES256-SHA:AES128-SHA:!DHE-RSA-AES256-GCM-SHA384:!DHE-RSA-AES128-GCM-SHA256:!DHE-RSA-AES256-SHA:!DHE-RSA-AES128-SHA'].,CONFIGURATION,11
2026-09-11 13:43:47.660,Server,"Query Store settings initialized with enabled = 1,",CONFIGURATION,11
2026-09-11 13:43:47.690,Server,The maximum number of dedicated administrator connections for this instance is '1',INFO,11
2026-09-11 13:43:47.700,Server,Node configuration: node 0: CPU mask: 0x000000000000003f:0 Active CPU mask: 0x000000000000003f:0. This message provides a description of the NUMA configuration for this computer. This is an informational message only. No user action is required.,CONFIGURATION,11
2026-09-11 13:43:47.730,Server,Using dynamic lock allocation. Initial allocation of 2500 Lock blocks and 5000 Lock Owner blocks per node. This is an informational message only. No user action is required.,INFO,11
2026-09-11 13:43:47.790,Server,In-Memory OLTP initialized on lowend machine.,INFO,11
2026-09-11 13:43:47.860,Server,CLR version v4.0.30319 loaded.,INFO,11
2026-09-11 13:43:47.910,Server,[INFO] Created Extended Events session 'hkenginexesession',INFO,11
2026-09-11 13:43:47.910,Server,Database Instant File Initialization: enabled. For security and performance considerations see the topic 'Database Instant File Initialization' in SQL Server Books Online. This is an informational message only. No user action is required.,PERFORMANCE,11
2026-09-11 13:43:47.930,Server,Total Log Writer threads: 2. This is an informational message; no user action is required.,INFO,11
2026-09-11 13:43:47.950,Server,clwb is selected for pmem flush operation.,INFO,11
2026-09-11 13:43:47.950,Server,Software Usage Metrics is disabled.,INFO,11
2026-09-11 13:43:47.970,spid23s,"[1]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO,11
2026-09-11 13:43:47.970,spid23s,Starting up database 'master'.,STARTUP,11
2026-09-11 13:43:48.090,spid23s,49 transactions rolled forward in database 'master' (1:0). This is an informational message only. No user action is required.,INFO,11
2026-09-11 13:43:48.130,spid23s,0 transactions rolled back in database 'master' (1:0). This is an informational message only. No user action is required.,INFO,11
2026-09-11 13:43:48.130,spid23s,Recovery is writing a checkpoint in database 'master' (1). This is an informational message only. No user action is required.,STARTUP,11
2026-09-11 13:43:48.290,spid23s,"[32762]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO,11
2026-09-11 13:43:48.300,spid23s,Starting up database 'model_replicatedmaster'.,STARTUP,11
2026-09-11 13:43:48.300,spid26s,"[32767]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO,11
2026-09-11 13:43:48.300,spid26s,Starting up database 'mssqlsystemresource'.,STARTUP,11
2026-09-11 13:43:48.310,spid26s,The resource database build version is 16.00.4265. This is an informational message only. No user action is required.,INFO,11
2026-09-11 13:43:48.360,spid26s,"[3]. Feature Status: PVS: 0. CTR: 0. ConcurrentPFSUpdate: 1. ConcurrentGAMUpdate: 1. ConcurrentSGAMUpdate: 1, CleanupUnderUserTransaction: 0. TranLevelPVS: 0",INFO,11
2026-09-11 13:43:48.370,spid26s,Starting up database 'model'.,STARTUP,11
2026-09-11 13:43:48.440,spid23s,Converting database 'model_replicatedmaster' from version 927 to the current version 957.,INFO,11
2026-09-11 13:43:48.440,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 927 to version 928.,INFO,11
2026-09-11 13:43:48.440,Server,Common language runtime (CLR) functionality initialized.,INFO,11
2026-09-11 13:43:48.470,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 928 to version 929.,INFO,11
2026-09-11 13:43:48.550,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 929 to version 930.,INFO,11
2026-09-11 13:43:48.580,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 930 to version 931.,INFO,11
2026-09-11 13:43:48.600,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 931 to version 932.,INFO,11
2026-09-11 13:43:48.620,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 932 to version 933.,INFO,11
2026-09-11 13:43:48.620,Server,External governance manager initialized,INFO,11
2026-09-11 13:43:48.650,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 933 to version 934.,INFO,11
2026-09-11 13:43:48.700,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 934 to version 935.,INFO,11
2026-09-11 13:43:48.700,spid32s,A self-generated certificate was successfully loaded for encryption.,INFO,11
2026-09-11 13:43:48.710,spid32s,Server is listening on [ 'any' <ipv6> 1433] accept sockets 1.,INFO,11
2026-09-11 13:43:48.710,spid32s,Server is listening on [ 'any' <ipv4> 1433] accept sockets 1.,INFO,11
2026-09-11 13:43:48.720,Server,Server is listening on [ ::1 <ipv6> 1434] accept sockets 1.,INFO,11
2026-09-11 13:43:48.720,Server,Server is listening on [ 127.0.0.1 <ipv4> 1434] accept sockets 1.,INFO,11
2026-09-11 13:43:48.720,Server,Dedicated admin connection support was established for listening locally on port 1434.,INFO,11
2026-09-11 13:43:48.730,spid32s,Server is listening on [ ::1 <ipv6> 1431] accept sockets 1.,INFO,11
2026-09-11 13:43:48.730,spid32s,Server is listening on [ 127.0.0.1 <ipv4> 1431] accept sockets 1.,INFO,11
2026-09-11 13:43:48.740,spid32s,SQL Server is now ready for client connections. This is an informational message; no user action is required.,STARTUP,11
2026-09-11 13:43:48.740,spid23s,Database 'model_replicatedmaster' running the upgrade step from version 935 to version 936.,INFO,11
